PROGRAMA,SETOR,GRANDE ÁREA CNPQ,ÁREA CNPQ,SITUAÇÃO ATUAL,CURSO BOLSISTA
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,HISTORIA
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEGEP     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,MATEMATICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEGEP     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,QUIMICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEQUI     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,QUIMICA
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA - AÇÕES AFIRMATIVAS,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,"PEDAGOGIA, PEDAGOGIA"
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEQUI     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,"QUIMICA, QUIMICA"
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEDIR     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,JORNALISMO
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP/PIBIC/FAPEMIG,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,QUIMICA
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,"PEDAGOGIA, PEDAGOGIA"
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEETE     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,"PEDAGOGIA, PEDAGOGIA"
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEFIS     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,ATIVO,MEDICINA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEFIS     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,FISICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,"HISTORIA, HISTORIA"
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,CIENCIA DA COMPUTACAO
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEDIR     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,"JORNALISMO, JORNALISMO"
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEQUI     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,QUIMICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEETE     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEETE     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,"MATEMATICA, PEDAGOGIA"
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEQUI     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,QUIMICA
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,HISTORIA
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEQUI     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,QUIMICA
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEQUI     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,QUIMICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEDIR     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,JORNALISMO
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,LETRAS
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEDIR     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,DIREITO
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEEFD     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,EDUCACAO FISICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,ATIVO,LETRAS PORTUGUES
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEETE     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEETE     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,DIREITO
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEQUI     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEETE     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEEFD     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,EDUCACAO FISICA
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEQUI     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,"QUIMICA, QUIMICA"
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA - AÇÕES AFIRMATIVAS,DEETE     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,"PEDAGOGIA, EDUCACAO FISICA"
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEFIS     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,ATIVO,QUIMICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEFIS     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,ATIVO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEFIS     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,ATIVO,CIENCIAS BIOLOGICAS
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEETE     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,ATIVO,DIREITO
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEQUI     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,ATIVO,QUIMICA INDUSTRIAL
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEFIS     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,ATIVO,MEDICINA
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLOGICA DA FAPEMIG,DEGEP     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",CIÊNCIA POLÍTICA,CONCLUÍDO,MEDICINA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DECSO     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",CIÊNCIA POLÍTICA,CONCLUÍDO,JORNALISMO
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DECSO     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",CIÊNCIA POLÍTICA,CONCLUÍDO,JORNALISMO
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,LETRAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA - AÇÕES AFIRMATIVAS,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,LETRAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,LETRAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,"LETRAS, TURISMO"
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,LETRAS
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,LETRAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,LETRAS
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,"LETRAS, LETRAS"
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,LETRAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,LETRAS
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,LETRAS
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,"LETRAS, LETRAS"
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,LETRAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,LETRAS
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,LETRAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,LETRAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,LETRAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,LETRAS
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLOGICA DA FAPEMIG,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,LETRAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,LETRAS
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,ATIVO,LETRAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA - AÇÕES AFIRMATIVAS,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,LETRAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,LETRAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,LETRAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA - AÇÕES AFIRMATIVAS,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,LETRAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,ATIVO,LETRAS PORTUGUES
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,"LETRAS, LETRAS"
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,ATIVO,LETRAS PORTUGUES
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,ATIVO,LETRAS INGLES
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,LETRAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,ATIVO,"LETRAS INGLES, LETRAS PORTUGUES"
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,ATIVO,LETRAS PORTUGUES
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,ATIVO,LETRAS PORTUGUES
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,ATIVO,LETRAS TRADUCAO
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,LETRAS
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,LETRAS INGLES
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,DIREITO
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,"LETRAS PORTUGUES, LETRAS PORTUGUES"
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,ATIVO,LETRAS PORTUGUES
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,ATIVO,LETRAS INGLES
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,ATIVO,LETRAS PORTUGUES
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,ATIVO,LETRAS PORTUGUES
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,ATIVO,LETRAS PORTUGUES
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,ATIVO,LETRAS PORTUGUES
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,"LETRAS, LETRAS"
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,"LETRAS, LETRAS"
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,"LETRAS, LETRAS"
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,ATIVO,LETRAS ESTUDOS LITERARIOS
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,LETRAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,LETRAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,"HISTORIA, LETRAS"
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,"LETRAS, LETRAS"
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,"LETRAS, LETRAS"
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,LETRAS
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,LETRAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,LETRAS
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,LETRAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,LETRAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,LETRAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,LETRAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,LETRAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,"LETRAS PORTUGUES, LETRAS PORTUGUES"
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,LETRAS
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DELET     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES", LINGÜÍSTICA,CONCLUÍDO,LETRAS ESTUDOS LITERARIOS
