PROGRAMA,SETOR,GRANDE ÁREA CNPQ,ÁREA CNPQ,SITUAÇÃO ATUAL,CURSO BOLSISTA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO EM DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO/UFOP,DECAT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,ATIVO,ENGENHARIA DE CONTROLE E AUTOMACAO
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA DE COMPUTACAO
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DECAT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA DE CONTROLE E AUTOMACAO
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO EM DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO/UFOP,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,ATIVO,ENGENHARIA DE COMPUTACAO
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DECAT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,"ENGENHARIA DE CONTROLE E AUTOMACAO, ENGENHARIA DE CONTROLE E AUTOMACAO"
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DECEA     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,"ENGENHARIA ELETRICA, ENGENHARIA ELETRICA"
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,"ENGENHARIA ELETRICA, ENGENHARIA ELETRICA"
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,"ENGENHARIA ELETRICA, ENGENHARIA ELETRICA"
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,"ENGENHARIA ELETRICA, ENGENHARIA ELETRICA"
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DECAT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA DE CONTROLE E AUTOMACAO
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,"ENGENHARIA ELETRICA, ENGENHARIA ELETRICA, ENGENHARIA ELETRICA"
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DECAT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA DE CONTROLE E AUTOMACAO
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,ATIVO,ENGENHARIA ELETRICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,ATIVO,ENGENHARIA ELETRICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,"ENGENHARIA DE PRODUCAO, ENGENHARIA ELETRICA"
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DECAT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA CIVIL
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLOGICA DA FAPEMIG,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLOGICA DA FAPEMIG,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,"ENGENHARIA ELETRICA, ENGENHARIA DE PRODUCAO, ENGENHARIA ELETRICA"
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,"ENGENHARIA ELETRICA, ENGENHARIA ELETRICA"
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA - AÇÕES AFIRMATIVAS,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,"ENGENHARIA ELETRICA, ENGENHARIA ELETRICA"
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,ATIVO,"ENGENHARIA ELETRICA, ENGENHARIA ELETRICA"
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DECAT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,ATIVO,"ENGENHARIA CIVIL, ARQUITETURA E URBANISMO"
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DECAT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA DE CONTROLE E AUTOMACAO
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO EM DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO/UFOP,DECOM     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,ATIVO,ENGENHARIA DE CONTROLE E AUTOMACAO
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DECAT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,"ENGENHARIA DE CONTROLE E AUTOMACAO, ENGENHARIA DE CONTROLE E AUTOMACAO"
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA - AÇÕES AFIRMATIVAS,DECAT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA DE CONTROLE E AUTOMACAO
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,ATIVO,ENGENHARIA ELETRICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO EM DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO/UFOP,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,ATIVO,ENGENHARIA ELETRICA
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,ATIVO,ENGENHARIA ELETRICA
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,ATIVO,ENGENHARIA ELETRICA
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,ATIVO,ENGENHARIA ELETRICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DECAT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,ATIVO,ENGENHARIA DE CONTROLE E AUTOMACAO
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO EM DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO/UFOP,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA DE COMPUTACAO
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLOGICA DA FAPEMIG,DECAT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,"ENGENHARIA DE CONTROLE E AUTOMACAO, ENGENHARIA DE CONTROLE E AUTOMACAO"
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DECAT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,"ENGENHARIA DE CONTROLE E AUTOMACAO, ENGENHARIA DE CONTROLE E AUTOMACAO"
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DECAT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,"ENGENHARIA DE CONTROLE E AUTOMACAO, ENGENHARIA DE CONTROLE E AUTOMACAO"
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,"ENGENHARIA ELETRICA, ENGENHARIA ELETRICA"
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DECAT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA DE CONTROLE E AUTOMACAO
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DECAT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,"ENGENHARIA DE CONTROLE E AUTOMACAO, ENGENHARIA DE CONTROLE E AUTOMACAO, ENGENHARIA DE CONTROLE E AUTOMACAO, ENGENHARIA DE CONTROLE E AUTOMACAO, ENGENHARIA DE CONTROLE E AUTOMACAO"
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DECAT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA DE CONTROLE E AUTOMACAO
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DECAT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA DE CONTROLE E AUTOMACAO
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DECAT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA DE CONTROLE E AUTOMACAO
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DECAT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,"ENGENHARIA DE CONTROLE E AUTOMACAO, ENGENHARIA DE CONTROLE E AUTOMACAO"
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DECAT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DECAT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA DE CONTROLE E AUTOMACAO
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DECAT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA DE CONTROLE E AUTOMACAO
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DECAT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA DE COMPUTACAO
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DECAT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,ATIVO,ENGENHARIA DE CONTROLE E AUTOMACAO
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,ATIVO,ENGENHARIA ELETRICA
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,ATIVO,ENGENHARIA DE COMPUTACAO
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DECAT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA DE CONTROLE E AUTOMACAO
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DECAT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA MECANICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,"ENGENHARIA ELETRICA, ENGENHARIA ELETRICA"
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DECAT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA DE CONTROLE E AUTOMACAO
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DECAT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,ATIVO,ENGENHARIA DE CONTROLE E AUTOMACAO
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DECAT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA DE CONTROLE E AUTOMACAO
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DECAT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA DE CONTROLE E AUTOMACAO
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLOGICA DA FAPEMIG,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLOGICA DA FAPEMIG,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA - AÇÕES AFIRMATIVAS,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DECAT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA DE CONTROLE E AUTOMACAO
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO EM DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,"ENGENHARIA DE COMPUTACAO, ENGENHARIA DE COMPUTACAO"
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DECAT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA DE CONTROLE E AUTOMACAO
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEELT     ,ENGENHARIAS,ENGENHARIA ELÉTRICA,CONCLUÍDO,ENGENHARIA ELETRICA
